,,,pop_served,weighted_value,avg_contamination
Santa Clara,Nitrates,2013,1641464,3781832690.0,2303.938855801894
Santa Clara,Nitrates,2014,1627688,3478827500.0,2137.2815306127463
Santa Clara,Nitrates,2015,1641804,2853045160.0,1737.7501577533005
Santa Clara,Nitrates,2016,1644168,3186422090.0,1938.0149048029155
Santa Clara,Uranium,2000,1391840,4410790.15,3.1690353417059436
Santa Clara,Uranium,2001,1754166,1923592.8199999998,1.0965853972771105
Santa Clara,Uranium,2002,1600431,1642814.3200000003,1.026482441292377
Santa Clara,Uranium,2003,1688659,2336234.27,1.383484925020386
Santa Clara,Uranium,2004,1797015,1901145.5699999998,1.0579464111317936
Santa Clara,Uranium,2005,1770183,1378923.48,0.7789722757477616
Santa Clara,Uranium,2006,1697808,1408506.1,0.8296026994807423
Santa Clara,Uranium,2007,1612076,1359687.5300000003,0.8434388515181668
Santa Clara,Uranium,2008,1361444,3391265.6100000003,2.490932869805883
Santa Clara,Uranium,2009,1648015,2078658.0900000005,1.2613101761816492
Santa Clara,Uranium,2010,1254130,4975086.140000001,3.9669620693229573
Santa Clara,Uranium,2011,1617179,2578718.3999999994,1.5945782130487716
Santa Clara,Uranium,2012,1239115,3992998.4,3.2224599008163084
Santa Clara,Uranium,2013,1291256,3546823.63,2.7468012772060693
Santa Clara,Uranium,2014,1351030,2770583.6300000004,2.05071954730835
Santa Clara,Uranium,2015,70011,95678.24000000002,1.366617245861365
Santa Clara,Uranium,2016,1254582,4566666.64,3.639990562593756
Santa Cruz,Arsenic,2000,170933,255027.13,1.4919712986959803
Santa Cruz,Arsenic,2001,126544,137930.99,1.0899844322923251
Santa Cruz,Arsenic,2002,130990,137662.69,1.0509404534697306
Santa Cruz,Arsenic,2003,191483,218752.95,1.1424144702140662
Santa Cruz,Arsenic,2004,124344,129791.98999999999,1.0438138551116258
Santa Cruz,Arsenic,2005,131794,140003.27000000002,1.062288647434633
Santa Cruz,Arsenic,2006,125894,252183.77,2.0031436764261996
Santa Cruz,Arsenic,2007,167822,267847.57,1.5960217969038624
Santa Cruz,Arsenic,2008,149321,173549.88,1.1622603652533803
Santa Cruz,Arsenic,2009,143812,152957.59,1.063594067254471
Santa Cruz,Arsenic,2010,145436,166036.49,1.1416464286696553
Santa Cruz,Arsenic,2011,150793,178982.27000000002,1.1869401762681293
Santa Cruz,Arsenic,2012,144038,162535.74,1.1284226384704035
Santa Cruz,Arsenic,2013,149541,186633.83000000002,1.2480445496552786
Santa Cruz,Arsenic,2014,238388,494817.04000000004,2.0756793127170834
Santa Cruz,Arsenic,2015,170747,292573.48,1.7134911887178104
Santa Cruz,Arsenic,2016,176849,262031.97999999998,1.4816706908153283
Santa Cruz,DEHP,2000,5020,7530.0,1.5
Santa Cruz,DEHP,2001,106159,159238.5,1.5
Santa Cruz,DEHP,2002,107279,161131.3,1.5019836128226398
Santa Cruz,DEHP,2003,1120,1680.0,1.5
Santa Cruz,DEHP,2004,103459,155188.5,1.5
Santa Cruz,DEHP,2005,108919,163546.5,1.5015424306135752
Santa Cruz,DEHP,2006,68409,102613.5,1.5
Santa Cruz,DEHP,2007,105339,158008.5,1.5
Santa Cruz,DEHP,2008,74704,113730.0,1.522408438637824
Santa Cruz,DEHP,2009,1503,2254.5,1.5
Santa Cruz,DEHP,2010,70563,105844.5,1.5
Santa Cruz,DEHP,2011,95869,143803.5,1.5
Santa Cruz,DEHP,2012,66022,99033.0,1.5
Santa Cruz,DEHP,2013,109489,164233.5,1.5
Santa Cruz,DEHP,2014,116554,174831.0,1.5
Santa Cruz,DEHP,2015,21495,32242.5,1.5
Santa Cruz,DEHP,2016,161026,241539.0,1.5
Santa Cruz,Nitrates,2000,214753,49270460.0,229.42850623739832
Santa Cruz,Nitrates,2001,196333,62139800.0,316.50206536853204
Santa Cruz,Nitrates,2002,132823,36318750.0,273.4372059056037
Santa Cruz,Nitrates,2003,130794,41521230.0,317.45515849350886
Santa Cruz,Nitrates,2004,170814,48756610.0,285.4368494385706
Santa Cruz,Nitrates,2005,174150,45516420.0,261.36330749354005
Santa Cruz,Nitrates,2006,153704,41882920.0,272.4907614635924
Santa Cruz,Nitrates,2007,154670,35224900.0,227.74229003685267
Santa Cruz,Nitrates,2008,154553,36878840.0,238.61613815325487
Santa Cruz,Nitrates,2009,150900,38297540.0,253.79416832339297
Santa Cruz,Nitrates,2010,113545,37382020.0,329.22647408516445
Santa Cruz,Nitrates,2011,114794,35370340.0,308.12011080718503
Santa Cruz,Nitrates,2012,114035,35951880.0,315.2705748235191
Santa Cruz,Nitrates,2013,203195,37247930.0,183.31125273751815
Santa Cruz,Nitrates,2014,239239,98495050.0,411.7014784378801
Santa Cruz,Nitrates,2015,79515,69697130.0,876.5280764635603
Santa Cruz,Nitrates,2016,179513,105388109.99999999,587.0778717975857
Santa Cruz,Uranium,2000,9863,16020.330000000002,1.6242857142857146
Santa Cruz,Uranium,2001,49080,28840.1,0.5876140994295028
Santa Cruz,Uranium,2002,110469,120907.15,1.0944894042672604
Santa Cruz,Uranium,2003,107679,83905.22,0.7792161888576231
Santa Cruz,Uranium,2004,43288,30488.5,0.7043175937904269
Santa Cruz,Uranium,2005,47782,29703.0,0.6216357624209954
Santa Cruz,Uranium,2006,48665,52250.43,1.0736757423199426
Santa Cruz,Uranium,2007,109286,171978.79,1.5736580165803489
Santa Cruz,Uranium,2008,14616,59595.340000000004,4.077404214559388
Santa Cruz,Uranium,2009,1270,1542.2,1.2143307086614175
Santa Cruz,Uranium,2010,16327,20826.1,1.2755619525938628
Santa Cruz,Uranium,2011,96747,135972.33000000002,1.4054423392973427
Santa Cruz,Uranium,2012,1525,4201.45,2.7550491803278687
Santa Cruz,Uranium,2013,3274,493.22999999999996,0.1506505803298717
Santa Cruz,Uranium,2014,59112,44748.45,0.7570112667478684
Santa Cruz,Uranium,2015,60465,40414.75,0.6683990738443728
Santa Cruz,Uranium,2016,133561,241990.83000000005,1.8118375124474961
Santa Fe,Arsenic,1999,107677,82289.25,0.7642230931396677
Santa Fe,Arsenic,2000,89731,209759.55000000002,2.3376486387090307
Santa Fe,Arsenic,2001,107465,421568.75,3.9228469734332108
Santa Fe,Arsenic,2002,110200,316836.85000000003,2.875107531760436
Santa Fe,Arsenic,2003,97832,970663.8000000002,9.921741352522695
Santa Fe,Arsenic,2004,95122,590369.2599999999,6.206442883875443
Santa Fe,Arsenic,2005,108165,435637.89,4.027530994314242
Santa Fe,Arsenic,2006,84087,418424.35,4.9760884560039
Santa Fe,Arsenic,2007,94586,105643.0,1.116898906814962
Santa Fe,Arsenic,2008,106741,267730.22,2.5082228946702765
Santa Fe,Arsenic,2009,13213,20807.820000000003,1.5747990615303114
Santa Fe,Arsenic,2010,76882,165401.78000000003,2.1513719726333864
Santa Fe,Arsenic,2011,101646,199679.9,1.9644639238140211
Santa Fe,Arsenic,2012,87485,60505.799999999996,0.6916134194433331
Santa Fe,Arsenic,2013,83610,48625.0,0.581569190288243
Santa Fe,Arsenic,2014,103961,204734.14,1.9693360010003753
Santa Fe,Arsenic,2015,102189,79387.5,0.7768693303584534
Santa Fe,Arsenic,2016,96839,156752.6,1.6186928820000208
Santa Fe,DEHP,1999,98258,92366.0,0.9400354169635042
Santa Fe,DEHP,2000,106771,117534.0,1.1008045255734236
Santa Fe,DEHP,2001,110771,123274.0,1.1128725027308592
Santa Fe,DEHP,2002,107691,94259.44,0.8752768569332627
Santa Fe,DEHP,2003,107139,99370.2,0.9274885895892252
Santa Fe,DEHP,2004,106569,53866.340000000004,0.5054597490827539
Santa Fe,DEHP,2005,108929,32678.699999999997,0.3
Santa Fe,DEHP,2006,97848,24744.08,0.2528828386885782
Santa Fe,DEHP,2007,96343,29182.730000000003,0.3029045182317346
Santa Fe,DEHP,2008,107442,51729.72,0.48146646562796674
Santa Fe,DEHP,2009,94195,9282.95,0.09855034768299804
Santa Fe,DEHP,2010,87292,23793.350000000002,0.2725719424460432
Santa Fe,DEHP,2011,101626,26607.120000000003,0.26181410269025646
Santa Fe,DEHP,2012,94625,74984.25999999998,0.7924360369881107
Santa Fe,DEHP,2013,8903,423.30999999999995,0.04754689430529035
Santa Fe,DEHP,2014,103901,2091.0000000000005,0.020124926612833376
Santa Fe,DEHP,2015,10924,4531.799999999999,0.41484804101061873
Santa Fe,DEHP,2016,96384,48192.0,0.5
Santa Fe,Nitrates,1999,115321,304022910.0,2636.3187103823243
Santa Fe,Nitrates,2001,114663,370290310.0,3229.379224335662
Santa Fe,Nitrates,2003,115681,363662800.00000006,3143.6692283088846
Santa Fe,Nitrates,2004,115724,350181190.0,3026.0031626974524
Santa Fe,Nitrates,2005,115921,350692709.99999994,3025.273332700718
Santa Fe,Nitrates,2006,116265,336692360.0,2895.904700468757
Santa Fe,Nitrates,2007,115818,360931440.0,3116.367404030462
Santa Fe,Nitrates,2008,115891,417028580.0,3598.455272626865
Santa Fe,Nitrates,2009,114091,380457030.00000006,3334.6804743581883
Santa Fe,Nitrates,2010,105536,348368660.0,3300.9462174044875
Santa Fe,Nitrates,2011,108802,333086690.0,3061.4022720170583
Santa Fe,Nitrates,2012,103044,340368210.0,3303.1346803307324
Santa Fe,Nitrates,2013,102290,294715510.0,2881.1761658031087
Santa Fe,Nitrates,2014,111063,359615980.0,3237.94585055329
Santa Fe,Nitrates,2015,111113,322542410.0,2902.8323418501886
Santa Fe,Nitrates,2016,111120,286101960.0,2574.7116630669548
Santa Fe,Uranium,1999,90565,14262697.15,157.48575222216087
Santa Fe,Uranium,2003,80465,61264.75,0.7613838314795253
Santa Fe,Uranium,2004,92680,669903.6699999999,7.228136275356063
Santa Fe,Uranium,2005,111704,296794.08,2.656969132707871
Santa Fe,Uranium,2006,1168,8583.57,7.3489469178082185
Santa Fe,Uranium,2007,95226,602651.22,6.328641547476529
Santa Fe,Uranium,2008,2440,59507.899999999994,24.388483606557376
Santa Fe,Uranium,2009,95415,164104.24,1.7198998061101503
Santa Fe,Uranium,2010,87117,243762.25,2.7981019777999703
Santa Fe,Uranium,2011,104608,251350.16,2.402781431630468
Santa Fe,Uranium,2012,83273,179438.35,2.1548202898898805
Santa Fe,Uranium,2013,95732,264050.95999999996,2.758230894580704
Santa Fe,Uranium,2014,107561,244011.3,2.268585267894497
Santa Fe,Uranium,2015,6121,95239.86,15.559526221205685
Santa Fe,Uranium,2016,11923,97837.0,8.205736811205234
Santa Rosa,Arsenic,1999,161547,403867.5,2.5
Santa Rosa,Arsenic,2000,18143,49852.399999999994,2.747748442925646
Santa Rosa,Arsenic,2002,177887,412467.69,2.318706201127682
Santa Rosa,Arsenic,2003,4862,12783.0,2.6291649526943646
Santa Rosa,Arsenic,2004,47642,119105.0,2.5
Santa Rosa,Arsenic,2005,174828,405992.62,2.3222402589974145
Santa Rosa,Arsenic,2006,4862,9724.0,2.0
Santa Rosa,Arsenic,2008,174828,217439.14,1.2437317820944014
Santa Rosa,Arsenic,2009,4862,1807.65,0.3717914438502674
Santa Rosa,Arsenic,2011,172043,98151.95000000001,0.5705082450317653
Santa Rosa,Arsenic,2012,56766,51298.54,0.9036842476130078
Santa Rosa,Arsenic,2013,15961,15961.0,1.0
Santa Rosa,Arsenic,2014,172773,56392.9,0.32639880073854133
Santa Rosa,Arsenic,2015,7689,2716.6,0.3533099232670048
Santa Rosa,DEHP,1999,106847,48341.0,0.4524319821801267
Santa Rosa,DEHP,2000,4623,2311.5,0.5
Santa Rosa,DEHP,2002,174187,227597.0,1.306624489772486
Santa Rosa,DEHP,2003,4862,2347.94,0.4829164952694365
Santa Rosa,DEHP,2004,49445,48146.84,0.973745373647487
Santa Rosa,DEHP,2005,78202,39971.2,0.5111275926446893
Santa Rosa,DEHP,2006,4862,1721.96,0.3541670094611271
Santa Rosa,DEHP,2007,13098,4160.070000000001,0.3176110856619332
Santa Rosa,DEHP,2008,62331,26435.300000000003,0.424111597760344
Santa Rosa,DEHP,2009,42574,13199.480000000001,0.3100361723117396
Santa Rosa,DEHP,2010,37712,24654.399999999998,0.6537547730165464
Santa Rosa,DEHP,2011,174828,77602.86,0.44388118608003296
Santa Rosa,DEHP,2012,81935,28587.380000000005,0.34890315493989144
Santa Rosa,DEHP,2013,36352,14207.11,0.3908205875880282
Santa Rosa,DEHP,2014,39530,34338.99,0.8686817606880849
Santa Rosa,DEHP,2015,19274,5001.95,0.2595180035280689
Santa Rosa,DEHP,2016,10910,2713.96,0.2487589367552704
Santa Rosa,Nitrates,1999,179690,87702200.0,488.07501808670486
Santa Rosa,Nitrates,2000,179690,75790010.0,421.7820134676387
Santa Rosa,Nitrates,2001,179690,80194130.0,446.2915576826757
Santa Rosa,Nitrates,2002,179690,90576770.0,504.07240247092216
Santa Rosa,Nitrates,2003,179690,89614640.0,498.7180143580611
Santa Rosa,Nitrates,2004,179690,141238730.0,786.0133006845122
Santa Rosa,Nitrates,2005,179690,130551230.0,726.5358673270633
Santa Rosa,Nitrates,2006,179690,112106610.0,623.8889754577327
Santa Rosa,Nitrates,2007,179690,157268740.0,875.2225499471311
Santa Rosa,Nitrates,2008,179690,107627060.0,598.9596527352663
Santa Rosa,Nitrates,2009,179690,97079930.0,540.2633980744615
Santa Rosa,Nitrates,2010,179690,94517610.0,526.0037286437754
Santa Rosa,Nitrates,2011,179690,91370110.0,508.48745060938285
Santa Rosa,Nitrates,2012,180462,104562800.0,579.4172734426085
Santa Rosa,Nitrates,2013,180462,96890490.0,536.9024503773647
Santa Rosa,Nitrates,2014,180462,93020130.0,515.4554975562722
Santa Rosa,Nitrates,2015,180462,105967080.0,587.1988562689098
Santa Rosa,Nitrates,2016,175167,115523730.0,659.506242614191
Sarasota,Arsenic,1999,332861,832152.5,2.5
Sarasota,Arsenic,2000,207448,465972.5,2.2462135089275383
Sarasota,Arsenic,2001,199527,854560.2,4.282930129756875
Sarasota,Arsenic,2002,332861,710764.0,2.135317745245012
Sarasota,Arsenic,2003,207448,185588.5,0.8946266052215495
Sarasota,Arsenic,2004,199527,386156.7,1.935360627884948
Sarasota,Arsenic,2005,332861,185500.56,0.5572913618597553
Sarasota,Arsenic,2006,207448,41639.66,0.2007233619991516
Sarasota,Arsenic,2007,199527,117307.26,0.5879267467560781
Sarasota,Arsenic,2008,332861,628889.3,1.8893451020095477
Sarasota,Arsenic,2009,207448,135545.84000000003,0.6533967066445568
Sarasota,Arsenic,2010,199527,87678.2,0.4394302525472743
Sarasota,Arsenic,2011,332861,161735.44999999998,0.48589486302090057
Sarasota,Arsenic,2012,219201,62034.71,0.2830037727930073
Sarasota,Arsenic,2013,211280,56847.1,0.26906048845134417
Sarasota,Arsenic,2014,350984,212058.6,0.6041830966653751
Sarasota,Arsenic,2015,216980,61807.73,0.28485450271914464
Sarasota,Arsenic,2016,213766,53441.5,0.25
Sarasota,DEHP,1999,332861,99858.3,0.3
Sarasota,DEHP,2000,163905,162233.14,0.9897998230682409
Sarasota,DEHP,2001,159784,159784.0,1.0
Sarasota,DEHP,2002,332861,289268.5,0.869036925323183
Sarasota,DEHP,2003,207448,58496.25,0.281980303497744
Sarasota,DEHP,2004,159784,39946.0,0.25
Sarasota,DEHP,2005,332861,220528.38999999998,0.6625239664604744
Sarasota,DEHP,2006,207448,54341.35,0.2619516698160503
Sarasota,DEHP,2007,201227,56108.770000000004,0.27883320826728025
Sarasota,DEHP,2008,334561,95263.48,0.2847417361856283
Sarasota,DEHP,2009,207448,51136.28,0.24650167752882648
Sarasota,DEHP,2010,199527,47886.479999999996,0.24
Sarasota,DEHP,2011,332861,119942.75,0.36033885015066347
Sarasota,DEHP,2012,214547,56406.15,0.2629081273567097
Sarasota,DEHP,2013,216229,51894.96,0.24
Sarasota,DEHP,2014,351279,88687.45999999999,0.2524701448136666
Sarasota,DEHP,2015,173996,41929.409999999996,0.24097916044046988
Sarasota,DEHP,2016,171584,46341.98,0.2700833411040657
Sarasota,Nitrates,1999,340782,30657940.0,89.96349572453944
Sarasota,Nitrates,2000,340782,30935320.0,90.77744716563669
Sarasota,Nitrates,2001,340782,36520930.0,107.16801356879178
Sarasota,Nitrates,2002,340487,30960459.999999996,90.92993271402432
Sarasota,Nitrates,2003,340782,47272530.0,138.7178019965843
Sarasota,Nitrates,2004,340487,38779180.00000001,113.89327639528089
Sarasota,Nitrates,2005,340782,70179840.00000001,205.93763755127915
Sarasota,Nitrates,2006,340782,49254130.0,144.5326631101408
Sarasota,Nitrates,2007,340782,50078140.0,146.9506605395825
Sarasota,Nitrates,2008,340782,25596060.0,75.10977692483758
Sarasota,Nitrates,2009,340782,38642000.0,113.39213925618137
Sarasota,Nitrates,2010,340782,28380910.0,83.28171675734048
Sarasota,Nitrates,2011,340782,38509210.00000001,113.00247665663095
Sarasota,Nitrates,2012,352535,76493000.0,216.97987433871813
Sarasota,Nitrates,2013,352535,51488110.0,146.0510587601231
Sarasota,Nitrates,2014,355105,35214760.0,99.16717590571803
Sarasota,Nitrates,2015,355105,31786910.000000004,89.51411554329002
Sarasota,Nitrates,2016,344487,46618719.99999999,135.32795141761517
Sarasota,Uranium,2008,104334,3130.0199999999995,0.029999999999999995
Sarasota,Uranium,2011,48970,5876.4,0.12
Sarasota,Uranium,2013,40271,14900.27,0.37
Sarasota,Uranium,2014,150264,39437.58,0.26245527870947133
Sarasota,Uranium,2015,1700,68.0,0.04
Saratoga,Arsenic,2000,600,600.0,1.0
Saratoga,Arsenic,2001,102785,117752.5,1.1456194970083184
Saratoga,Arsenic,2002,86706,143573.41,1.6558647613775288
Saratoga,Arsenic,2003,97729,203635.0,2.0836701490857372
Saratoga,Arsenic,2004,78404,150371.5,1.9179059741849906
Saratoga,Arsenic,2005,85004,156855.25,1.8452690461625336
Saratoga,Arsenic,2006,107686,159929.0,1.4851419868878035
Saratoga,Arsenic,2007,79218,118652.0,1.497790906107198
Saratoga,Arsenic,2008,94422,167525.5,1.7742210501789837
Saratoga,Arsenic,2009,113234,173874.0,1.5355281982443436
Saratoga,Arsenic,2010,72424,79280.5,1.0946716558047056
Saratoga,Arsenic,2011,74598,83149.0,1.114627738009062
Saratoga,Arsenic,2012,92849,77459.83,0.8342559424441836
Saratoga,Arsenic,2013,51969,50035.45,0.9627941657526602
Saratoga,Arsenic,2014,64174,34460.08,0.5369788387820613
Saratoga,Arsenic,2015,92991,46324.4,0.4981600369928273
Saratoga,Arsenic,2016,61009,37850.75,0.6204125620810045
Saratoga,DEHP,1999,2200,0.0,0.0
Saratoga,DEHP,2001,99791,30986.129999999997,0.3105102664568949
Saratoga,DEHP,2002,130410,40053.0,0.3071313549574419
Saratoga,DEHP,2003,88540,26562.0,0.3
Saratoga,DEHP,2004,127405,78804.74999999999,0.6185373415486047
Saratoga,DEHP,2005,125775,37732.5,0.3
Saratoga,DEHP,2006,99884,29965.2,0.3
Saratoga,DEHP,2007,124855,37456.5,0.3
Saratoga,DEHP,2008,136953,41085.9,0.3
Saratoga,DEHP,2009,87856,26356.8,0.3
Saratoga,DEHP,2010,111474,33787.200000000004,0.3030948920824587
Saratoga,DEHP,2011,112059,33617.7,0.3
Saratoga,DEHP,2012,91166,27349.800000000003,0.30000000000000004
Saratoga,DEHP,2013,97176,29152.8,0.3
Saratoga,DEHP,2014,109299,32789.7,0.3
Saratoga,DEHP,2015,73227,21968.100000000002,0.30000000000000004
Saratoga,DEHP,2016,97954,29386.2,0.3
Saratoga,Nitrates,2000,209,57260.0,273.9712918660287
Saratoga,Nitrates,2001,85105,45714770.0,537.15727630574
Saratoga,Nitrates,2002,142413,70117940.0,492.356315785778
Saratoga,Nitrates,2003,127382,62712790.0,492.3206575497323
Saratoga,Nitrates,2004,135983,69022550.0,507.58219777472186
Saratoga,Nitrates,2005,143936,81128390.0,563.6421048243664
Saratoga,Nitrates,2006,144337,72245220.0,500.5315338409417
Saratoga,Nitrates,2007,145271,71033130.0,488.9697875006023
Saratoga,Nitrates,2008,145301,66559550.0,458.080467443445
Saratoga,Nitrates,2009,135476,68838200.0,508.1209956006968
Saratoga,Nitrates,2010,139887,64330480.0,459.8746130805579
Saratoga,Nitrates,2011,125730,66798310.0,531.2837827089795
Saratoga,Nitrates,2012,124565,79341980.0,636.9524344719624
Saratoga,Nitrates,2013,118648,87121080.0,734.2819095138561
Saratoga,Nitrates,2014,124377,69215070.0,556.4941267276104
Saratoga,Nitrates,2015,124366,101303290.0,814.557756943216
Saratoga,Nitrates,2016,121902,80127880.0,657.3139078932257
Saratoga,Uranium,2007,26525,23607.25,0.89
Saratoga,Uranium,2013,26525,26525.0,1.0
Sauk,Arsenic,1999,34735,0.0,0.0
Sauk,Arsenic,2000,1117,870.96,0.7797314234556849
Sauk,Arsenic,2001,450,225.0,0.5
Sauk,Arsenic,2002,34697,21583.73,0.6220632907744186
Sauk,Arsenic,2003,145,59.75,0.41206896551724137
Sauk,Arsenic,2004,450,225.0,0.5
Sauk,Arsenic,2005,34622,14512.57,0.419171913812027
Sauk,Arsenic,2006,3716,1251.64,0.3368245425188375
Sauk,Arsenic,2008,35072,19792.67,0.5643439210766423
Sauk,Arsenic,2009,667,309.75,0.4643928035982009
Sauk,Arsenic,2011,36215,19231.85,0.5310465276818997
Sauk,Arsenic,2012,9333,4645.0,0.49769634629808207
Sauk,Arsenic,2013,9200,1840.0,0.2
Sauk,Arsenic,2014,36892,15601.320000000002,0.4228916838338936
Sauk,Arsenic,2015,9575,3902.75,0.40759791122715405
Sauk,Arsenic,2016,9584,2396.0,0.25
Sauk,DEHP,1999,32011,28558.980000000003,0.892161444503452
Sauk,DEHP,2000,800,780.0,0.975
Sauk,DEHP,2001,9338,9878.0,1.0578282287427714
Sauk,DEHP,2002,27843,27843.0,1.0
Sauk,DEHP,2006,525,472.5,0.9
Sauk,DEHP,2008,11955,3753.0,0.3139272271016311
Sauk,DEHP,2011,12604,8582.25,0.680914788955887
Sauk,DEHP,2012,50,15.0,0.3
Sauk,DEHP,2014,16212,4492.87,0.27713237108314825
Sauk,DEHP,2015,300,69.0,0.23
Sauk,Nitrates,1999,9533,27050379.999999996,2837.5516626455465
Sauk,Nitrates,2000,35195,68443570.0,1944.6958374769142
Sauk,Nitrates,2001,33736,66342390.0,1966.5161844913446
Sauk,Nitrates,2002,28452,56202090.0,1975.3300295234078
Sauk,Nitrates,2003,30586,53286920.0,1742.1996992087884
Sauk,Nitrates,2004,30586,57828790.0,1890.6947623095534
Sauk,Nitrates,2005,17608,26670790.0,1514.6972966833257
Sauk,Nitrates,2006,31595,57407860.0,1816.991929102706
Sauk,Nitrates,2007,31193,57386450.0,1839.722053024717
Sauk,Nitrates,2008,6566,43523850.0,6628.670423393238
Sauk,Nitrates,2009,35083,83116360.0,2369.134908645213
Sauk,Nitrates,2010,35300,77922020.0,2207.4226628895185
Sauk,Nitrates,2011,19092,33598210.0,1759.805677770794
Sauk,Nitrates,2012,36714,84512420.0,2301.912621888108
Sauk,Nitrates,2013,36646,81267830.0,2217.645309174262
Sauk,Nitrates,2014,34659,79972210.0,2307.4009636746587
Sauk,Nitrates,2015,36696,80359470.0,2189.8700130804446
Sauk,Nitrates,2016,38056,71050370.0,1866.9952175741014
Sauk,Uranium,2007,517,759.3200000000002,1.4687040618955516
Sauk,Uranium,2008,8888,4444.0,0.5
Sauk,Uranium,2009,14104,9374.84,0.6646937039137834
Sawyer,Arsenic,1999,3343,476.42,0.14251271313191743
Sawyer,Arsenic,2000,225,383.95,1.7064444444444444
Sawyer,Arsenic,2002,3343,2824.38,0.8448638947053545
Sawyer,Arsenic,2003,135,360.8,2.6725925925925926
Sawyer,Arsenic,2005,3343,1342.49,0.40158241100807657
Sawyer,Arsenic,2006,225,219.75,0.9766666666666667
Sawyer,Arsenic,2008,3343,1103.7,0.33015255758300927
Sawyer,Arsenic,2009,135,164.75,1.2203703703703703
Sawyer,Arsenic,2010,90,22.5,0.25
Sawyer,Arsenic,2011,3343,2357.7,0.7052647322763984
Sawyer,Arsenic,2012,135,225.0,1.6666666666666667
Sawyer,Arsenic,2014,3360,1608.0500000000002,0.4785863095238096
Sawyer,Arsenic,2015,110,174.95,1.5904545454545453
Sawyer,Arsenic,2016,120,30.0,0.25
Sawyer,DEHP,1999,2515,2515.0,1.0
Sawyer,DEHP,2002,2340,2340.0,1.0
Sawyer,DEHP,2005,2340,702.0,0.3
Sawyer,DEHP,2016,25,37.5,1.5
Sawyer,Nitrates,1999,85,850.0,10.0
Sawyer,Nitrates,2000,2908,1590120.0,546.808803301238
Sawyer,Nitrates,2001,3253,745390.0,229.13925607131878
Sawyer,Nitrates,2002,660,336800.0,510.3030303030303
Sawyer,Nitrates,2003,743,503790.0,678.0484522207267
Sawyer,Nitrates,2004,1003,880110.0,877.4775672981057
Sawyer,Nitrates,2005,605,471600.0,779.5041322314049
Sawyer,Nitrates,2006,3083,1511780.0,490.3600389231268
Sawyer,Nitrates,2007,3393,1544340.0,455.15473032714414
Sawyer,Nitrates,2008,479,275320.0,574.7807933194155
Sawyer,Nitrates,2009,3083,820400.0,266.1044437236458
Sawyer,Nitrates,2010,3308,899270.0,271.8470374848851
Sawyer,Nitrates,2011,1004,922650.0,918.9741035856574
Sawyer,Nitrates,2012,3305,1272450.0,385.0075642965204
Sawyer,Nitrates,2013,3705,2446470.0,660.3157894736842
Sawyer,Nitrates,2014,714,404519.99999999994,566.5546218487394
Sawyer,Nitrates,2015,3300,2719320.0,824.0363636363636
Sawyer,Nitrates,2016,3464,1627590.0,469.858545034642
Sawyer,Uranium,2005,2340,1170.0,0.5
Sawyer,Uranium,2007,225,120.10000000000001,0.5337777777777778
Schenectady,Arsenic,2000,428,1070.0,2.5
Schenectady,Arsenic,2001,49323,123307.5,2.5
Schenectady,Arsenic,2002,135299,315365.0,2.3308745814824943
Schenectady,Arsenic,2003,20829,52072.5,2.5
Schenectady,Arsenic,2004,21323,53307.5,2.5
Schenectady,Arsenic,2005,137899,228642.0,1.6580395796923835
Schenectady,Arsenic,2006,51429,99972.5,1.9438935231095296
Schenectady,Arsenic,2007,50723,76084.5,1.5
Schenectady,Arsenic,2008,137299,266900.75,1.9439380476187007
Schenectady,Arsenic,2009,66429,150472.5,2.2651628054012556
Schenectady,Arsenic,2010,63423,30846.940000000002,0.48636835217507846
Schenectady,Arsenic,2011,125444,78511.75,0.62587090653997
Schenectady,Arsenic,2012,79129,158700.78,2.005595672888574
Schenectady,Arsenic,2013,50623,124229.5,2.4540129980443672
Schenectady,Arsenic,2014,125444,64254.2,0.5122142151079366
Schenectady,Arsenic,2015,66329,37310.2,0.5625020729997436
Schenectady,Arsenic,2016,50623,25739.5,0.508454654998716
Schenectady,DEHP,1999,2000,0.0,0.0
Schenectady,DEHP,2001,135216,40564.8,0.30000000000000004
Schenectady,DEHP,2002,137299,103856.85,0.7564283061056527
Schenectady,DEHP,2003,15706,4909.8,0.31260664714121994
Schenectady,DEHP,2004,134616,32676.68,0.24273994176026625
Schenectady,DEHP,2005,137044,41113.2,0.3
Schenectady,DEHP,2006,15706,4711.8,0.3
Schenectady,DEHP,2007,57795,17338.5,0.3
Schenectady,DEHP,2008,137299,41189.7,0.3
Schenectady,DEHP,2009,15706,4711.8,0.3
Schenectady,DEHP,2010,122916,36874.8,0.30000000000000004
Schenectady,DEHP,2011,120149,36044.7,0.3
Schenectady,DEHP,2012,36001,8329.65,0.23137273964612093
Schenectady,DEHP,2013,104949,60469.74,0.5761821456135837
Schenectady,DEHP,2014,140016,40044.8,0.2860015998171638
Schenectady,DEHP,2015,15706,4711.8,0.3
Schenectady,DEHP,2016,123344,32395.729999999996,0.2626453658062005
Schenectady,Nitrates,2000,2000,12400000.0,6200.0
Schenectady,Nitrates,2001,128441,78240200.0,609.152840603857
Schenectady,Nitrates,2002,138005,30894400.0,223.86435274084272
Schenectady,Nitrates,2003,138005,75169350.0,544.6856997934857
